Company,Date,Title
BGA,24/02/2023,"""Bega Cheese First Half 2023 Earnings: EPS: AU$0.024 (vs AU$0.093 in 1H 2022)"""
BGA,16/01/2023,"""Bega Cheese Limited's (ASX:BGA) On An Uptrend But Financial Prospects Look Pretty Weak: Is The Stock Overpriced?"""
BGA,02/01/2023,"""Bega Cheese Limited (ASX:BGA) insiders placed bullish bets worth AU$65m in the last 12 months"""
BGA,19/12/2022,"""Bega Cheese Limited (ASX:BGA) is favoured by institutional owners who hold 51% of the company"""
BGA,17/11/2022,"""Is There An Opportunity With Bega Cheese Limited's (ASX:BGA) 49% Undervaluation?"""
BGA,09/10/2022,"""Bega Cheese (ASX:BGA) shareholders have endured a 46% loss from investing in the stock five years ago"""
BHP,29/08/2023,"""Private Credit Funds Mull Jumbo Loan for Australian Coal Mines"""
BHP,28/08/2023,"""Analysis-China-linked assets squeezed as slowdown ripples across markets"""
BHP,27/08/2023,"""BHP Group Limited (ASX:BHP) is a favorite amongst institutional investors who own 49%"""
BHP,22/08/2023,"""BHP Group (BHP) FY23 Earnings Dip Y/Y on Low Prices"""
BHP,22/08/2023,"""Trending tickers: Arm l Microsoft l BHP l Nvidia"""
BHP,22/08/2023,"""BHP’s Full-Year Profit Falls 37% as China’s Metals Demand Wanes"""
BHP,21/08/2023,"""UPDATE 3-Woodside Energy's profit jumps on boost from BHP's petroleum assets"""
BHP,21/08/2023,"""BHP sees China demand bright spots, logs 37% profit drop"""
BHP,21/08/2023,"""BHP FY profit slides as China metal demand dries up, shares dip"""
BHP,18/08/2023,"""BHP, Codelco, Freeport Vie for Title of Biggest Copper Producer"""
BHP,16/08/2023,"""BHP, South32 May Face South Africa Class Action on Lung Disease"""
BHP,15/08/2023,"""Graphite Is The Big Winner In A Multi-Trillion Dollar EV Boom"""
BHP,15/08/2023,"""Rio Tinto (RIO) to Build Solar Power Plant in North Canada"""
BHP,11/08/2023,"""The 7 Best Value Stocks to Buy in August"""
BHP,07/08/2023,"""UPDATE 1-Vale loses bid to block BHP's London lawsuit in Brazil dam case"""
BHP,07/08/2023,"""Vale loses bid to block BHP's London lawsuit in Brazil dam case"""
BHP,31/07/2023,"""PRESS DIGEST-Financial Times - July 31"""
BHP,27/07/2023,"""New Strong Sell Stocks for July 27th"""
BHP,26/07/2023,"""The Next Gold Rush: 3 Rare Earth Metals Stocks to Buy Now"""
BHP,24/07/2023,"""New Strong Sell Stocks for July 24th"""
BIN,No data for this company,"""No data for this company"""
BKW,07/06/2023,"""Brickworks (ASX:BKW) Will Be Hoping To Turn Its Returns On Capital Around"""
BKW,26/03/2023,"""Brickworks (ASX:BKW) Will Pay A Larger Dividend Than Last Year At A$0.23"""
BLD,11/08/2023,"""Boral Full Year 2023 Earnings: EPS: AU$0.14 (vs AU$0.015 loss in FY 2022)"""
BLD,10/07/2023,"""Boral Limited (ASX:BLD) Has Fared Decently But Fundamentals Look Uncertain: What Lies Ahead For The Stock?"""
BLD,12/06/2023,"""A Look At The Fair Value Of Boral Limited (ASX:BLD)"""
BLD,27/05/2023,"""Is Boral Limited (ASX:BLD) Potentially Undervalued?"""
BLD,10/05/2023,"""Boral Limited (ASX:BLD) stock most popular amongst public companies who own 73%, while individual investors hold 14%"""
BOQ,30/07/2023,"""Investors in Bank of Queensland (ASX:BOQ) have unfortunately lost 25% over the last five years"""
BOQ,20/02/2023,"""Investors five-year losses continue as Bank of Queensland (ASX:BOQ) dips a further 3.0% this week, earnings continue to decline"""
BOQ,29/11/2022,"""Investors five-year losses continue as Bank of Queensland (ASX:BOQ) dips a further 3.8% this week, earnings continue to decline"""
BOQ,14/10/2022,"""Bank of Queensland (ASX:BOQ) Will Pay A Larger Dividend Than Last Year At A$0.24"""
BOQ,12/09/2022,"""Bank of Queensland (ASX:BOQ) shareholders have endured a 29% loss from investing in the stock five years ago"""
BPT,30/08/2023,"""Beach Energy (ASX:BPT) Is Increasing Its Dividend To A$0.02"""
BPT,16/08/2023,"""Beach Energy's (ASX:BPT) Upcoming Dividend Will Be Larger Than Last Year's"""
BPT,07/05/2023,"""The five-year underlying earnings growth at Beach Energy (ASX:BPT) is promising, but the shareholders are still in the red over that time"""
BPT,25/03/2023,"""Some Investors May Be Worried About Beach Energy's (ASX:BPT) Returns On Capital"""
BPT,08/03/2023,"""Public companies own 30% of Beach Energy Limited (ASX:BPT) shares but individual investors control 42% of the company"""
BPT,22/02/2023,"""Beach Energy Limited (ASX:BPT) Goes Ex-Dividend Soon"""
BPT,14/02/2023,"""Beach Energy First Half 2023 Earnings: EPS: AU$0.091 (vs AU$0.093 in 1H 2022)"""
BPT,31/01/2023,"""Insiders who bought this year lost AU$13k as Beach Energy Limited (ASX:BPT) sheds AU$182m in value"""
BPT,28/12/2022,"""Do Its Financials Have Any Role To Play In Driving Beach Energy Limited's (ASX:BPT) Stock Up Recently?"""
BPT,28/11/2022,"""Those who invested in Beach Energy (ASX:BPT) five years ago are up 61%"""
BPT,07/09/2022,"""Beach Energy Limited's (ASX:BPT) largest shareholders are individual investors with 47% ownership, public companies own 30%"""
BRG,28/08/2023,"""One Breville Group Insider Raised Stake By 23% In Previous Year"""
BRG,14/08/2023,"""Is It Too Late To Consider Buying Breville Group Limited (ASX:BRG)?"""
BRG,06/07/2023,"""Breville Group (ASX:BRG) stock performs better than its underlying earnings growth over last five years"""
BRG,12/06/2023,"""Breville Group Limited (ASX:BRG) is largely controlled by institutional shareholders who own 54% of the company"""
BRG,18/05/2023,"""Be Wary Of Breville Group (ASX:BRG) And Its Returns On Capital"""
BRG,27/04/2023,"""Calculating The Intrinsic Value Of Breville Group Limited (ASX:BRG)"""
BRG,07/04/2023,"""Breville Group Limited's (ASX:BRG) Stock Been Rising: Are Strong Financials Guiding The Market?"""
BRG,13/03/2023,"""Insider Buying: The Breville Group Limited (ASX:BRG) Deputy Chairperson & Lead Independent Director Just Bought 23% More Shares"""
BRG,15/02/2023,"""Breville Group First Half 2023 Earnings: Misses Expectations"""
BRG,27/01/2023,"""Breville Group (ASX:BRG) jumps 7.3% this week, though earnings growth is still tracking behind five-year shareholder returns"""
BRG,03/01/2023,"""Breville Group Limited (ASX:BRG) is definitely on the radar of institutional investors who own 49% of the company"""
BRG,08/12/2022,"""The Returns On Capital At Breville Group (ASX:BRG) Don't Inspire Confidence"""
BRG,18/11/2022,"""Breville Group Limited (ASX:BRG) Shares Could Be 25% Above Their Intrinsic Value Estimate"""
BRG,29/10/2022,"""Is Weakness In Breville Group Limited (ASX:BRG) Stock A Sign That The Market Could be Wrong Given Its Strong Financial Prospects?"""
BRG,14/10/2022,"""Bullish Breville Group Limited (ASX:BRG) investors are yet to receive a pay off on their AU$884k bet"""
BRG,21/09/2022,"""Do Breville Group's (ASX:BRG) Earnings Warrant Your Attention?"""
BRG,07/09/2022,"""Breville Group's (ASX:BRG) Upcoming Dividend Will Be Larger Than Last Year's"""
BSL,23/08/2023,"""BlueScope Steel (ASX:BSL) Is Paying Out A Dividend Of A$0.25"""
BSL,21/08/2023,"""BlueScope Annual Net Profit Falls 64%"""
BSL,14/07/2023,"""Is BlueScope Steel Limited's (ASX:BSL) Stock's Recent Performance A Reflection Of Its Financial Health?"""
BSL,30/05/2023,"""BlueScope Steel Limited's (ASX:BSL) largest shareholders are retail investors with 60% ownership, institutions own 40%"""
BSL,23/04/2023,"""BlueScope Steel's (ASX:BSL) three-year earnings growth trails the 32% YoY shareholder returns"""
BSL,22/02/2023,"""BlueScope Steel Limited Just Beat EPS By 92%: Here's What Analysts Think Will Happen Next"""
BSL,21/02/2023,"""BlueScope Steel First Half 2023 Earnings: Beats Expectations"""
BSL,26/12/2022,"""An Intrinsic Calculation For BlueScope Steel Limited (ASX:BSL) Suggests It's 24% Undervalued"""
BSL,05/12/2022,"""Is BlueScope Steel Limited's (ASX:BSL) Recent Stock Performance Tethered To Its Strong Fundamentals?"""
BSL,16/11/2022,"""Shareholders May Not Be So Generous With BlueScope Steel Limited's (ASX:BSL) CEO Compensation And Here's Why"""
BSL,13/11/2022,"""Those who invested in BlueScope Steel (ASX:BSL) five years ago are up 34%"""
BSL,28/09/2022,"""Does BlueScope Steel (ASX:BSL) Deserve A Spot On Your Watchlist?"""
BSL,01/09/2022,"""BlueScope Steel Limited (ASX:BSL) Passed Our Checks, And It's About To Pay A AU$0.25 Dividend"""
BWP,05/02/2023,"""While institutions invested in BWP Trust (ASX:BWP) benefited from last week's 3.3% gain, public companies stood to gain the most"""
BXB,31/08/2023,"""Brambles Full Year 2023 Earnings: EPS Beats Expectations, Revenues Lag"""
BXB,29/08/2023,"""Brambles Flags Further Earnings Rise After Lifting Annual Profit"""
BXB,27/07/2023,"""The Returns At Brambles (ASX:BXB) Aren't Growing"""
BXB,05/07/2023,"""Should You Be Adding Brambles (ASX:BXB) To Your Watchlist Today?"""
BXB,06/06/2023,"""The five-year decline in earnings might be taking its toll on Brambles (ASX:BXB) shareholders as stock falls 4.4% over the past week"""
BXB,01/06/2023,"""Are Industrial Products Stocks Lagging  Hubbell (HUBB) This Year?"""
BXB,25/05/2023,"""Zacks Industry Outlook Highlights Graphic Packaging, Greif, AptarGroup and Brambles Limited"""
BXB,22/05/2023,"""Take the Zacks Approach to Beat the Market: Shopify, Brambles, McDonald's in Focus"""
BXB,18/05/2023,"""Deutsche Bank ADR Investor Conference: Presentations Now Available for Online Viewing"""
BXB,18/05/2023,"""Brambles Limited (ASX:BXB) most popular amongst individual investors who own 59% of the shares, institutions hold 41%"""
BXB,15/05/2023,"""International companies to host live webcasts at Deutsche Bank’s Depositary Receipts Virtual Investor Conference on May 16th and 17th, 2023"""
BXB,12/05/2023,"""Are Industrial Products Stocks Lagging  Brambles (BXBLY) This Year?"""
BXB,27/04/2023,"""Is Brambles Limited's (ASX:BXB) Stock's Recent Performance Being Led By Its Attractive Financial Prospects?"""
BXB,24/04/2023,"""Are Industrial Products Stocks Lagging  AptarGroup (ATR) This Year?"""
BXB,10/04/2023,"""Quite a few insiders invested in Brambles Limited (ASX:BXB) last year which is positive news for shareholders"""
BXB,31/03/2023,"""Is Brady (BRC) Outperforming Other Industrial Products Stocks This Year?"""
BXB,27/03/2023,"""Is There An Opportunity With Brambles Limited's (ASX:BXB) 26% Undervaluation?"""
BXB,15/03/2023,"""Is Brambles (BXBLY) Stock Outpacing Its Industrial Products Peers This Year?"""
BXB,26/02/2023,"""Brambles (ASX:BXB) Is Paying Out A Larger Dividend Than Last Year"""
BXB,24/02/2023,"""Australian pallets maker Brambles hikes annual profit outlook; shares jump"""
CAR,30/08/2023,"""carsales.com (ASX:CAR) Is Increasing Its Dividend To A$0.325"""
CAR,16/08/2023,"""carsales.com's (ASX:CAR) Shareholders Will Receive A Bigger Dividend Than Last Year"""
CAR,15/08/2023,"""carsales.com Full Year 2023 Earnings: EPS Beats Expectations"""
CAR,08/08/2023,"""carsales.com Ltd's (ASX:CAR) largest shareholders are retail investors with 59% ownership, institutions own 36%"""
CAR,24/07/2023,"""With EPS Growth And More, carsales.com (ASX:CAR) Makes An Interesting Case"""
CAR,06/05/2023,"""At AU$23.11, Is carsales.com Ltd (ASX:CAR) Worth Looking At Closely?"""
CAR,10/04/2023,"""carsales.com Ltd (ASX:CAR) On An Uptrend: Could Fundamentals Be Driving The Stock?"""
CAR,27/03/2023,"""Trade Alert: The Co-Founder & Non Executive Director Of carsales.com Ltd (ASX:CAR), Walter Pisciotta, Has Just Spent AU$12m Buying 7.1% More Shares"""
CAR,18/03/2023,"""carsales.com (ASX:CAR) sheds 5.3% this week, as yearly returns fall more in line with earnings growth"""
CAR,01/03/2023,"""While institutions own 38% of carsales.com Ltd (ASX:CAR), individual investors are its largest shareholders with 57% ownership"""
CAR,14/02/2023,"""Is Now The Time To Put carsales.com (ASX:CAR) On Your Watchlist?"""
CAR,13/01/2023,"""Is carsales.com Ltd (ASX:CAR) Expensive For A Reason? A Look At Its Intrinsic Value"""
CAR,30/12/2022,"""Bullish insiders bet AU$8.5m on carsales.com Ltd (ASX:CAR)"""
CAR,27/11/2022,"""Is Now An Opportune Moment To Examine carsales.com Ltd (ASX:CAR)?"""
CAR,25/10/2022,"""carsales.com Ltd (ASX:CAR) Stock's Been Sliding But Fundamentals Look Decent: Will The Market Correct The Share Price In The Future?"""
CAR,09/10/2022,"""carsales.com (ASX:CAR) jumps 3.9% this week, though earnings growth is still tracking behind five-year shareholder returns"""
CAR,22/09/2022,"""Both individual investors who control a good portion of carsales.com Ltd (ASX:CAR) along with institutions must be dismayed after last week's 4.4% decrease"""
CBA,31/08/2023,"""Oil Posts Third Monthly Gain as OPEC+ Announces Further Cuts"""
CBA,31/08/2023,"""Oil Prices Could Reach $90 if Saudis Extend Production Cuts"""
CBA,23/08/2023,"""Deepfake Imposter Scams Are Driving a New Wave of Fraud"""
CBA,09/08/2023,"""Commonwealth Bank of Australia (ASX:CBA) Ticks All The Boxes When It Comes To Earnings Growth"""
CBA,08/08/2023,"""Australia's CBA posts record FY profit, says arrears rising amid cost pressure"""
CBA,02/08/2023,"""Australians are so mad about the return to office, they’re taking companies to court to stop it"""
CBA,26/07/2023,"""Commonwealth Bank of Australia could cut up to 200 jobs - source"""
CBA,14/07/2023,"""REFILE-UPDATE 2-Australia No.3 bank clinches union deal for staff to work from home"""
CBA,14/07/2023,"""Australia No.3 bank clinches union deal for staff to work from home"""
CBA,14/07/2023,"""Australia No.3 bank reaches union deal that lets staff work from home"""
CBA,08/06/2023,"""Australia's Commonwealth Bank Will Partially Restrict Payments to Crypto Exchanges"""
CBA,08/06/2023,"""Australia's largest bank blocks payments to some crypto exchanges"""
CBA,07/06/2023,"""Investing in Commonwealth Bank of Australia (ASX:CBA) five years ago would have delivered you a 75% gain"""
CBA,08/03/2023,"""Commonwealth Bank of Australia's Indonesian arm hit by cyber attack"""
CBA,17/02/2023,"""Commonwealth Bank of Australia's (ASX:CBA) Upcoming Dividend Will Be Larger Than Last Year's"""
CBA,14/02/2023,"""Australia's CBA posts record HY profit, outlook hits shares"""
CBA,29/12/2022,"""Investing in Commonwealth Bank of Australia (ASX:CBA) three years ago would have delivered you a 44% gain"""
CBA,01/09/2022,"""Cross-Sector: Market Data Highlights"""
CCL,No data for this company,"""No data for this company"""
CCP,27/08/2023,"""Credit Corp Group (ASX:CCP) shareholders have endured a 1.5% loss from investing in the stock five years ago"""
CCP,04/04/2023,"""‘I didn’t bring my gun today’: Credit Suisse executives face shareholder anger at chaotic investor meeting"""
CCP,29/03/2023,"""Credit Suisse accused of aiding tax evasion"""
CCP,20/03/2023,"""FTSE 100 Live: FTSE closes at 7403 in major Credit Suisse rebound, Amazon lays off 9,000"""
CCP,20/03/2023,"""Boaz Weinstein's trade looks set to flourish on Credit Suisse demise"""
CCP,18/03/2023,"""Former Credit Suisse boss secured £2.3m loan during his controversial chairmanship"""
CCP,16/03/2023,"""FTSE 100 Live: Top US banks in First Republic rescue, FTSE closes at 7410 as Credit Suisse fears ease"""
CDA,31/08/2023,"""Codan Limited (ASX:CDA) Is About To Go Ex-Dividend, And It Pays A 2.4% Yield"""
CDA,30/08/2023,"""Codan (ASX:CDA) Is Paying Out Less In Dividends Than Last Year"""
CDA,29/08/2023,"""Codan Full Year 2023 Earnings: Beats Expectations"""
CDA,24/08/2023,"""Be Wary Of Codan (ASX:CDA) And Its Returns On Capital"""
CDA,09/08/2023,"""Are Codan Limited (ASX:CDA) Investors Paying Above The Intrinsic Value?"""
CDA,02/08/2023,"""Zetron Expands Critical Communications Technology Portfolio and Global Reach with Acquisition of ‘Eagle’ Business Unit from NEC"""
CDA,17/07/2023,"""What Does Codan Limited's (ASX:CDA) Share Price Indicate?"""
CDA,26/06/2023,"""Bullish Codan Insiders Loaded Up On AU$12m Of Stock"""
CDA,29/05/2023,"""Codan Limited (ASX:CDA) insiders seem bullish, own 45% and have been buying more recently"""
CDA,11/04/2023,"""CODAN Communications Selects Draganfly's UAV platform to Integrate as a Premium Communication Solution for Government and Defense Customers"""
CDA,03/04/2023,"""Are Robust Financials Driving The Recent Rally In Codan Limited's (ASX:CDA) Stock?"""
CDA,20/03/2023,"""Investors in Codan (ASX:CDA) have made a strong return of 141% over the past five years"""
CDA,05/03/2023,"""Codan (ASX:CDA) May Have Issues Allocating Its Capital"""
CDA,18/02/2023,"""Four Days Left Until Codan Limited (ASX:CDA) Trades Ex-Dividend"""
CDA,16/02/2023,"""Zetron Acquires GeoConex Corporation"""
CDA,07/02/2023,"""Should You Think About Buying Codan Limited (ASX:CDA) Now?"""
CDA,17/01/2023,"""David Uhrig of Codan Limited (ASX:CDA) Just Spent AU$11m On Shares"""
CDA,19/12/2022,"""44% of Codan Limited (ASX:CDA) is owned by insiders, and they've been buying recently"""
CDA,17/11/2022,"""Is There An Opportunity With Codan Limited's (ASX:CDA) 23% Undervaluation?"""
CDA,03/11/2022,"""Insider Buying: The Codan Limited (ASX:CDA) Independent Non-Executive Director Just Bought 94% More Shares"""
CGF,23/08/2023,"""Here's Why We're Wary Of Buying Challenger's (ASX:CGF) For Its Upcoming Dividend"""
CGF,17/08/2023,"""Challenger's (ASX:CGF) Shareholders Will Receive A Bigger Dividend Than Last Year"""
CGF,15/08/2023,"""Challenger Full Year 2023 Earnings: EPS Beats Expectations"""
CGF,09/06/2023,"""Investors in Challenger (ASX:CGF) have unfortunately lost 42% over the last five years"""
CGF,28/04/2023,"""Trade Alert: The Independent Non-Executive Chairman Of Challenger Limited (ASX:CGF), Duncan West, Has Just Spent AU$101k Buying 62% More Shares"""
